Cidade;Data;Vendas;LojaID;Qtde
Rio de Janeiro;16/03/2015;R$5.92 ;780;4
Rio de Janeiro;16/03/2015;R$66.91 ;783;3
Rio de Janeiro;16/03/2015;R$24.43 ;782;1
Rio de Janeiro;16/03/2015;R$39.88 ;782;2
Rio de Janeiro;16/03/2015;R$33.37 ;783;3
Rio de Janeiro;16/03/2015;R$17.71 ;780;1
Rio de Janeiro;16/03/2015;R$18.75 ;780;1
Rio de Janeiro;16/03/2015;R$137.55 ;780;1
Rio de Janeiro;16/03/2015;R$118.11 ;782;1
Rio de Janeiro;16/03/2015;R$40.42 ;781;1
Rio de Janeiro;16/03/2015;R$157.05 ;782;3
Rio de Janeiro;16/03/2015;R$167.67 ;780;3
Rio de Janeiro;16/03/2015;R$38.25 ;781;1
Rio de Janeiro;16/03/2015;R$167.63 ;782;1
Rio de Janeiro;16/03/2015;R$42.33 ;781;4
Rio de Janeiro;16/03/2015;R$129.78 ;782;4
Rio de Janeiro;16/03/2015;R$5.71 ;781;1
Rio de Janeiro;16/03/2015;R$168.28 ;782;3
Rio de Janeiro;16/03/2015;R$171.84 ;783;4
Rio de Janeiro;16/03/2015;R$84.77 ;780;3
Rio de Janeiro;16/03/2015;R$18.40 ;781;2
Rio de Janeiro;16/03/2015;R$77.94 ;783;4
Rio de Janeiro;16/03/2015;R$192.51 ;783;2
Rio de Janeiro;16/03/2015;R$112.11 ;782;3
Rio de Janeiro;16/03/2015;R$17.36 ;781;2
Rio de Janeiro;16/03/2015;R$9.34 ;781;4
Rio de Janeiro;16/03/2015;R$38.47 ;781;3
Rio de Janeiro;16/03/2015;R$148.63 ;782;1
Rio de Janeiro;16/03/2015;R$167.04 ;782;2
Rio de Janeiro;16/03/2015;R$85.77 ;783;4
Rio de Janeiro;16/03/2015;R$118.63 ;782;1
Rio de Janeiro;16/03/2015;R$192.38 ;781;2
Rio de Janeiro;16/03/2015;R$132.06 ;783;1
Rio de Janeiro;16/03/2015;R$13.60 ;782;4
Rio de Janeiro;16/03/2015;R$12.18 ;781;4
Rio de Janeiro;16/03/2015;R$62.92 ;780;2
Rio de Janeiro;16/03/2015;R$166.49 ;780;4
Rio de Janeiro;16/03/2015;R$134.96 ;782;3
Rio de Janeiro;16/03/2015;R$3.91 ;782;1
Rio de Janeiro;16/03/2015;R$173.82 ;782;3
Rio de Janeiro;16/03/2015;R$39.44 ;780;1
Rio de Janeiro;16/03/2015;R$169.66 ;780;2
Rio de Janeiro;16/03/2015;R$48.94 ;783;3
Rio de Janeiro;16/03/2015;R$8.93 ;783;3
Rio de Janeiro;16/03/2015;R$36.22 ;783;2
Rio de Janeiro;16/03/2015;R$16.19 ;783;4
Rio de Janeiro;16/03/2015;R$199.10 ;780;4
Rio de Janeiro;16/03/2015;R$168.29 ;780;3
Rio de Janeiro;16/03/2015;R$165.98 ;782;1
Rio de Janeiro;16/03/2015;R$19.70 ;780;2
Rio de Janeiro;16/03/2015;R$47.87 ;781;1
Rio de Janeiro;16/03/2015;R$15.55 ;780;2
Rio de Janeiro;16/03/2015;R$62.53 ;782;4
Rio de Janeiro;16/03/2015;R$165.80 ;780;2
Rio de Janeiro;16/03/2015;R$144.91 ;782;3
Rio de Janeiro;16/03/2015;R$12.22 ;782;1
Rio de Janeiro;16/03/2015;R$167.60 ;782;1
Rio de Janeiro;16/03/2015;R$39.80 ;783;4
Rio de Janeiro;16/03/2015;R$46.67 ;780;3
Rio de Janeiro;16/03/2015;R$10.16 ;780;2
Rio de Janeiro;16/03/2015;R$13.01 ;783;2
Rio de Janeiro;16/03/2015;R$150.03 ;780;3
Rio de Janeiro;16/03/2015;R$40.48 ;783;1
Rio de Janeiro;16/03/2015;R$92.02 ;783;4
Rio de Janeiro;16/03/2015;R$212.99 ;783;1
Rio de Janeiro;16/03/2015;R$14.31 ;780;4
Rio de Janeiro;16/03/2015;R$35.28 ;780;2
Rio de Janeiro;16/03/2015;R$191.01 ;781;2
Rio de Janeiro;16/03/2015;R$192.90 ;783;1
Rio de Janeiro;16/03/2015;R$8.14 ;782;3
Rio de Janeiro;16/03/2015;R$163.42 ;782;3
Rio de Janeiro;16/03/2015;R$37.40 ;781;3
Rio de Janeiro;16/03/2015;R$82.33 ;783;4
Rio de Janeiro;16/03/2015;R$38.72 ;783;4
Rio de Janeiro;16/03/2015;R$165.37 ;780;1
Rio de Janeiro;16/03/2015;R$3.03 ;783;3
Rio de Janeiro;16/03/2015;R$152.56 ;782;2
Rio de Janeiro;16/03/2015;R$44.00 ;781;1
Rio de Janeiro;16/03/2015;R$46.19 ;782;3
Rio de Janeiro;16/03/2015;R$35.24 ;780;1
Rio de Janeiro;16/03/2015;R$81.63 ;781;1
Rio de Janeiro;16/03/2015;R$47.04 ;781;2
Rio de Janeiro;16/03/2015;R$176.10 ;783;2
Rio de Janeiro;16/03/2015;R$16.43 ;782;4
Rio de Janeiro;16/03/2015;R$165.82 ;780;1
Rio de Janeiro;16/03/2015;R$33.40 ;782;2
Rio de Janeiro;16/03/2015;R$12.19 ;782;2
Rio de Janeiro;16/03/2015;R$164.79 ;780;2
Rio de Janeiro;16/03/2015;R$13.28 ;782;1
Rio de Janeiro;16/03/2015;R$101.30 ;780;2
Rio de Janeiro;16/03/2015;R$23.66 ;781;4
Rio de Janeiro;16/03/2015;R$20.88 ;782;4
Rio de Janeiro;16/03/2015;R$32.14 ;783;2
Rio de Janeiro;16/03/2015;R$125.79 ;782;2
Rio de Janeiro;16/03/2015;R$3.75 ;782;2
Rio de Janeiro;16/03/2015;R$90.10 ;781;3
Rio de Janeiro;16/03/2015;R$17.76 ;782;3
Rio de Janeiro;16/03/2015;R$13.74 ;781;3
Rio de Janeiro;16/03/2015;R$35.29 ;783;1
Rio de Janeiro;16/03/2015;R$20.69 ;783;4
Rio de Janeiro;16/03/2015;R$191.11 ;781;1
Rio de Janeiro;16/03/2015;R$19.87 ;781;4
Rio de Janeiro;16/03/2015;R$43.33 ;783;2
Rio de Janeiro;16/03/2015;R$55.23 ;781;4
Rio de Janeiro;16/03/2015;R$161.45 ;783;4
Rio de Janeiro;16/03/2015;R$36.64 ;783;3
Rio de Janeiro;16/03/2015;R$34.75 ;783;4
Rio de Janeiro;16/03/2015;R$160.50 ;781;2
Rio de Janeiro;16/03/2015;R$84.10 ;781;2
Rio de Janeiro;16/03/2015;R$36.33 ;782;2
Rio de Janeiro;16/03/2015;R$35.99 ;780;2
Rio de Janeiro;16/03/2015;R$9.44 ;781;1
Rio de Janeiro;16/03/2015;R$85.84 ;781;1
Rio de Janeiro;16/03/2015;R$140.28 ;780;3
Rio de Janeiro;16/03/2015;R$126.63 ;783;1
Rio de Janeiro;16/03/2015;R$164.92 ;780;4
Rio de Janeiro;16/03/2015;R$21.21 ;780;2
Rio de Janeiro;16/03/2015;R$39.50 ;782;3
Rio de Janeiro;16/03/2015;R$38.05 ;783;4
Rio de Janeiro;16/03/2015;R$60.01 ;781;1
Rio de Janeiro;16/03/2015;R$10.84 ;782;2
