Cidade;Data;Vendas;LojaID;Qtde
Salvador;02/01/2014;R$70.20 ;1035;3
Salvador;02/01/2014;R$36.89 ;1037;2
Salvador;02/01/2014;R$162.35 ;1037;3
Salvador;02/01/2014;R$14.79 ;1035;1
Salvador;02/01/2014;R$39.06 ;1034;3
Salvador;02/01/2014;R$21.36 ;1035;2
Salvador;02/01/2014;R$149.47 ;1036;3
Salvador;02/01/2014;R$8.39 ;1037;1
Salvador;02/01/2014;R$170.53 ;1035;2
Salvador;02/01/2014;R$155.52 ;1034;1
Salvador;02/01/2014;R$39.51 ;1035;3
Salvador;02/01/2014;R$218.76 ;1037;1
Salvador;02/01/2014;R$111.20 ;1036;3
Salvador;02/01/2014;R$19.02 ;1034;2
Salvador;02/01/2014;R$40.24 ;1036;2
Salvador;02/01/2014;R$17.36 ;1037;2
Salvador;02/01/2014;R$207.88 ;1035;1
Salvador;02/01/2014;R$63.66 ;1036;2
Salvador;02/01/2014;R$22.99 ;1036;1
Salvador;02/01/2014;R$16.88 ;1035;3
Salvador;02/01/2014;R$156.47 ;1037;3
Salvador;02/01/2014;R$135.19 ;1034;2
Salvador;02/01/2014;R$31.20 ;1036;1
Salvador;02/01/2014;R$17.46 ;1034;1
Salvador;02/01/2014;R$100.54 ;1036;2
Salvador;02/01/2014;R$17.74 ;1035;1
Salvador;02/01/2014;R$4.57 ;1035;1
Salvador;02/01/2014;R$15.58 ;1037;1
Salvador;02/01/2014;R$33.24 ;1037;1
Salvador;02/01/2014;R$5.13 ;1035;1
Salvador;02/01/2014;R$42.94 ;1034;3
Salvador;02/01/2014;R$39.91 ;1037;3
Salvador;02/01/2014;R$231.76 ;1036;3
Salvador;02/01/2014;R$40.38 ;1037;1
Salvador;02/01/2014;R$190.97 ;1036;2
Salvador;02/01/2014;R$32.28 ;1035;3
Salvador;02/01/2014;R$40.84 ;1034;3
Salvador;02/01/2014;R$191.60 ;1034;1
Salvador;02/01/2014;R$188.79 ;1036;3
Salvador;02/01/2014;R$32.83 ;1037;1
Salvador;02/01/2014;R$149.19 ;1035;2
Salvador;02/01/2014;R$14.70 ;1035;1
Salvador;02/01/2014;R$11.72 ;1037;1
Salvador;02/01/2014;R$124.37 ;1035;1
Salvador;02/01/2014;R$185.93 ;1036;3
Salvador;02/01/2014;R$147.35 ;1037;2
Salvador;02/01/2014;R$43.00 ;1036;3
Salvador;02/01/2014;R$18.90 ;1034;3
Salvador;02/01/2014;R$25.52 ;1034;1
Salvador;02/01/2014;R$202.33 ;1035;2
Salvador;02/01/2014;R$41.78 ;1034;3
Salvador;02/01/2014;R$39.41 ;1034;1
Salvador;02/01/2014;R$92.21 ;1035;2
Salvador;02/01/2014;R$136.37 ;1034;2
Salvador;02/01/2014;R$140.17 ;1036;2
Salvador;02/01/2014;R$100.70 ;1037;3
Salvador;02/01/2014;R$13.27 ;1037;1
Salvador;02/01/2014;R$127.45 ;1036;3
Salvador;02/01/2014;R$44.82 ;1034;3
Salvador;02/01/2014;R$25.00 ;1037;2
Salvador;02/01/2014;R$41.69 ;1036;2
Salvador;02/01/2014;R$240.61 ;1035;3
Salvador;02/01/2014;R$36.84 ;1034;1
Salvador;02/01/2014;R$125.66 ;1037;1
Salvador;02/01/2014;R$59.78 ;1036;1
Salvador;02/01/2014;R$63.48 ;1037;3
Salvador;02/01/2014;R$19.61 ;1036;2
Salvador;02/01/2014;R$153.71 ;1035;1
Salvador;02/01/2014;R$125.90 ;1036;1
Salvador;02/01/2014;R$9.95 ;1037;3
Salvador;02/01/2014;R$13.81 ;1036;1
Salvador;02/01/2014;R$51.66 ;1036;3
Salvador;02/01/2014;R$212.03 ;1037;3
Salvador;02/01/2014;R$169.01 ;1036;1
Salvador;02/01/2014;R$20.79 ;1036;2
Salvador;02/01/2014;R$9.08 ;1036;1
Salvador;02/01/2014;R$7.12 ;1034;1
Salvador;02/01/2014;R$41.18 ;1037;2
Salvador;02/01/2014;R$23.38 ;1034;1
Salvador;02/01/2014;R$84.62 ;1034;2
Salvador;02/01/2014;R$149.88 ;1037;1
Salvador;02/01/2014;R$34.50 ;1035;1
Salvador;02/01/2014;R$40.59 ;1037;3
Salvador;02/01/2014;R$22.38 ;1034;3
Salvador;02/01/2014;R$11.13 ;1035;2
Salvador;02/01/2014;R$14.63 ;1035;1
Salvador;02/01/2014;R$20.07 ;1035;1
Salvador;02/01/2014;R$17.41 ;1035;2
Salvador;02/01/2014;R$9.58 ;1037;1
Salvador;02/01/2014;R$237.81 ;1036;3
Salvador;02/01/2014;R$36.14 ;1037;3
Salvador;02/01/2014;R$150.17 ;1036;2
Salvador;02/01/2014;R$183.64 ;1037;3
Salvador;02/01/2014;R$172.52 ;1035;1
Salvador;02/01/2014;R$11.76 ;1034;1
Salvador;02/01/2014;R$5.80 ;1036;1
Salvador;02/01/2014;R$23.08 ;1036;2
Salvador;02/01/2014;R$17.66 ;1036;3
Salvador;02/01/2014;R$6.59 ;1035;1
Salvador;02/01/2014;R$11.54 ;1037;1
Salvador;02/01/2014;R$111.72 ;1035;3
Salvador;02/01/2014;R$36.42 ;1037;1
Salvador;02/01/2014;R$20.22 ;1036;1
Salvador;02/01/2014;R$166.73 ;1037;2
Salvador;02/01/2014;R$9.26 ;1035;3
Salvador;02/01/2014;R$136.45 ;1035;3
Salvador;02/01/2014;R$6.70 ;1035;1
Salvador;02/01/2014;R$31.77 ;1034;2
Salvador;02/01/2014;R$35.30 ;1037;1
Salvador;02/01/2014;R$16.53 ;1036;2
Salvador;02/01/2014;R$19.42 ;1035;3
Salvador;02/01/2014;R$41.19 ;1037;2
Salvador;02/01/2014;R$39.28 ;1037;3
Salvador;02/01/2014;R$64.95 ;1036;1
Salvador;02/01/2014;R$116.63 ;1035;2
Salvador;02/01/2014;R$244.83 ;1037;2
Salvador;02/01/2014;R$6.60 ;1037;2
Salvador;02/01/2014;R$120.23 ;1037;2
Salvador;02/01/2014;R$167.16 ;1037;1
Salvador;02/01/2014;R$6.67 ;1036;1
Salvador;02/01/2014;R$169.09 ;1036;2
Salvador;02/01/2014;R$3.85 ;1035;3
Salvador;02/01/2014;R$178.11 ;1035;3
Salvador;02/01/2014;R$139.73 ;1037;2
Salvador;02/01/2014;R$78.78 ;1035;3
Salvador;02/01/2014;R$173.59 ;1034;2
Salvador;02/01/2014;R$166.51 ;1036;1
Salvador;02/01/2014;R$3.97 ;1036;2
Salvador;02/01/2014;R$156.47 ;1035;1
Salvador;02/01/2014;R$44.89 ;1036;3
Salvador;02/01/2014;R$145.09 ;1036;2
Salvador;02/01/2014;R$10.45 ;1036;2
Salvador;02/01/2014;R$13.65 ;1037;3
Salvador;02/01/2014;R$153.87 ;1036;3
Salvador;02/01/2014;R$41.06 ;1035;1
Salvador;02/01/2014;R$86.61 ;1036;1
Salvador;02/01/2014;R$22.45 ;1036;1
Salvador;02/01/2014;R$37.75 ;1035;2
Salvador;02/01/2014;R$151.41 ;1037;2
Salvador;02/01/2014;R$196.09 ;1037;1
Salvador;02/01/2014;R$151.45 ;1036;2
Salvador;02/01/2014;R$46.70 ;1036;2
Salvador;02/01/2014;R$39.40 ;1036;3
Salvador;02/01/2014;R$69.98 ;1034;2
Salvador;02/01/2014;R$197.64 ;1035;1
Salvador;02/01/2014;R$141.05 ;1035;3
Salvador;02/01/2014;R$50.73 ;1037;3
Salvador;02/01/2014;R$42.12 ;1035;1
Salvador;02/01/2014;R$54.94 ;1036;2
Salvador;02/01/2014;R$203.84 ;1036;1
Salvador;02/01/2014;R$5.82 ;1035;1
Salvador;02/01/2014;R$37.65 ;1036;2
Salvador;02/01/2014;R$189.12 ;1036;3
Salvador;02/01/2014;R$19.67 ;1037;2
Salvador;02/01/2014;R$42.71 ;1035;1
Salvador;02/01/2014;R$142.23 ;1035;2
Salvador;02/01/2014;R$43.96 ;1037;1
Salvador;02/01/2014;R$40.51 ;1037;2
Salvador;02/01/2014;R$178.30 ;1035;3
Salvador;02/01/2014;R$36.23 ;1035;1
Salvador;02/01/2014;R$38.32 ;1035;2
Salvador;02/01/2014;R$14.70 ;1035;1
Salvador;02/01/2014;R$6.87 ;1037;3
Salvador;02/01/2014;R$43.08 ;1036;2
Salvador;03/01/2014;R$184.69 ;1036;1
Salvador;03/01/2014;R$89.85 ;1034;2
Salvador;03/01/2014;R$167.76 ;1034;3
Salvador;03/01/2014;R$172.40 ;1036;2
Salvador;03/01/2014;R$48.39 ;1035;2
Salvador;03/01/2014;R$41.84 ;1034;1
Salvador;03/01/2014;R$126.29 ;1035;3
Salvador;03/01/2014;R$38.06 ;1036;3
Salvador;03/01/2014;R$139.64 ;1035;1
Salvador;03/01/2014;R$161.41 ;1037;3
